Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
O77438	FRIZ3_DROME	reviewed	Frizzled-3 (dFz3)	GO:0004930; GO:0005886; GO:0007163; GO:0007275; GO:0016021; GO:0017147; GO:0035567; GO:0042813; GO:0060070	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9V8K2	EXOC3_DROME	reviewed	Exocyst complex component 3 (Exocyst complex component Sec6)	GO:0000145; GO:0000149; GO:0005737; GO:0005915; GO:0006887; GO:0007009; GO:0007269; GO:0007298; GO:0016020; GO:0016028; GO:0016080; GO:0016081; GO:0016192; GO:0030707; GO:0032456; GO:0043001; GO:0045313; GO:0051601; GO:0072659; GO:0072697; GO:0098793	
Q9VSH2	GR66A_DROME	reviewed	Gustatory receptor for bitter taste 66a	GO:0005886; GO:0007165; GO:0007635; GO:0008527; GO:0016021; GO:0017085; GO:0030424; GO:0030425; GO:0031000; GO:0043025; GO:0050909; GO:0050912; GO:0050913; GO:1901354	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9W3M2	DM7B_DROME	reviewed	DM7 family protein CG15332		
Q9VL18	EF1D_DROME	reviewed	Probable elongation factor 1-delta (EF-1-delta)	GO:0003746; GO:0005085; GO:0005829; GO:0005853; GO:0006414	
Q9VB26	GR98B_DROME	reviewed	Putative gustatory receptor 98b	GO:0005886; GO:0007165; GO:0016021; GO:0030424; GO:0030425; GO:0033038; GO:0033041; GO:0043025; GO:1901354	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9VCD0	GATB_DROME	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	GO:0005524; GO:0005739; GO:0006425; GO:0030956; GO:0032543; GO:0050567; GO:0070681	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03147}.
P48375	FKB12_DROME	reviewed	12 kDa FK506-binding protein (FKBP) (EC 5.2.1.8) (Macrolide-binding protein) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	GO:0000413; GO:0003755; GO:0005737; GO:0005886; GO:0061077	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8756725}.
P14785	CCNA_DROME	reviewed	G2/mitotic-specific cyclin-A	GO:0000070; GO:0000079; GO:0000278; GO:0000307; GO:0005634; GO:0005737; GO:0006468; GO:0007088; GO:0007096; GO:0007422; GO:0009794; GO:0016538; GO:0019901; GO:0035186; GO:0035561; GO:0044772; GO:0045170; GO:0045841; GO:0055059; GO:1902808; GO:2000738	
P16241	CF1A_DROME	reviewed	POU domain protein CF1A (Chorion factor 1A) (CF1-A) (Protein drifter) (Ventral veins lacking protein)	GO:0000977; GO:0000980; GO:0001228; GO:0002807; GO:0005634; GO:0007420; GO:0007422; GO:0008045; GO:0035284; GO:0045944; GO:0048813; GO:0048814	SUBCELLULAR LOCATION: Nucleus.
P20482	CNC_DROME	reviewed	Segmentation protein cap'n'collar	GO:0003677; GO:0003700; GO:0005634; GO:0005703; GO:0006979; GO:0007310; GO:0007317; GO:0007350; GO:0008103; GO:0008340; GO:0008359; GO:0034976; GO:0036335; GO:0045944; GO:0046982; GO:0048813; GO:0051663; GO:0060322; GO:0060465	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978, ECO:0000269|PubMed:9778513}.
Q9VUR3	AIMP2_DROME	reviewed	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Probable multisynthase complex auxiliary component p38) (aaRS-interacting multifunctional protein 2)	GO:0005634; GO:0005829; GO:0006412; GO:0017101	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Nucleus {ECO:0000250}.
P12024	CHAO_DROME	reviewed	Chaoptin (Photoreceptor cell-specific membrane protein)	GO:0005886; GO:0007156; GO:0007601; GO:0016028; GO:0032528; GO:0035996; GO:0042052; GO:0046658; GO:0050896	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Extracellular side. Note=Extracellular surface of R-cell plasma membrane.
Q9V8M5	3HIDH_DROME	reviewed	Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)	GO:0005739; GO:0006520; GO:0006574; GO:0008442; GO:0050661; GO:0051287	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
P28285	5HT2A_DROME	reviewed	5-hydroxytryptamine receptor 2A (5-HT receptor 2A) (Serotonin receptor 2A)	GO:0001586; GO:0002121; GO:0004930; GO:0004993; GO:0005887; GO:0007187; GO:0007198; GO:0007208; GO:0007210; GO:0007268; GO:0007615; GO:0008049; GO:0008227; GO:0016021; GO:0030425; GO:0030594; GO:0045187; GO:0045202	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O02195	EIF3I_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog) (eIF-3-beta)	GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03008}.
Q9VMA3	CUP_DROME	reviewed	Protein cup (Oskar ribonucleoprotein complex 147 kDa subunit)	GO:0000932; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0007143; GO:0007297; GO:0007317; GO:0007319; GO:0008298; GO:0008582; GO:0009953; GO:0017148; GO:0030715; GO:0031594; GO:0043195; GO:0045132; GO:0045182; GO:0048477; GO:0071598; GO:1990124	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15465908, ECO:0000269|PubMed:17277377, ECO:0000269|PubMed:9118812}. Nucleus {ECO:0000269|PubMed:15465908}. Cytoplasm, Cytoplasmic ribonucleoprotein granule {ECO:0000269|PubMed:17178403}. Note=Retained in the cytoplasm by interaction with eIF4E1. Located throughout the cytoplasm of all germline cells and is excluded from the nucleus of nurse cells, oocytes and follicular cells (PubMed:15465908). During oogenesis, accumulates in the cytoplasm at the posterior end of the forming oocyte (PubMed:15465908). Component of the germ plasm in developing oocytes (PubMed:22454519). {ECO:0000269|PubMed:15465908, ECO:0000269|PubMed:22454519}.
P13582	EAST_DROME	reviewed	Serine protease easter (EC 3.4.21.-)	GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0007311; GO:0007370; GO:0008063; GO:0009950; GO:0009953; GO:0045752; GO:0046872; GO:0098595	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9477324}.
P07713	DECA_DROME	reviewed	Protein decapentaplegic (Protein DPP-C)	GO:0001708; GO:0001715; GO:0001745; GO:0005125; GO:0005160; GO:0005518; GO:0005615; GO:0007281; GO:0007304; GO:0007313; GO:0007352; GO:0007378; GO:0007391; GO:0007393; GO:0007398; GO:0007423; GO:0007424; GO:0007427; GO:0007440; GO:0007442; GO:0007443; GO:0007444; GO:0007446; GO:0007447; GO:0007455; GO:0007458; GO:0007473; GO:0007474; GO:0007476; GO:0007479; GO:0007498; GO:0007507; GO:0007516; GO:0008083; GO:0008201; GO:0008354; GO:0008360; GO:0008586; GO:0009948; GO:0009950; GO:0009953; GO:0010002; GO:0010628; GO:0010629; GO:0010862; GO:0016015; GO:0030509; GO:0030707; GO:0030718; GO:0030721; GO:0031252; GO:0035156; GO:0035158; GO:0035168; GO:0035214; GO:0035215; GO:0035217; GO:0035222; GO:0035224; GO:0035263; GO:0035309; GO:0036098; GO:0036099; GO:0042078; GO:0042127; GO:0042803; GO:0042981; GO:0043408; GO:0045464; GO:0045476; GO:0045570; GO:0045572; GO:0045595; GO:0045705; GO:0046843; GO:0046982; GO:0048018; GO:0048066; GO:0048100; GO:0048468; GO:0048542; GO:0048619; GO:0048636; GO:0060323; GO:0060391; GO:0060395; GO:0061320; GO:0061327; GO:0061352; GO:0070700; GO:0098898	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11136981, ECO:0000269|PubMed:11136982, ECO:0000269|PubMed:1692958}. Note=Is internalized by receptor-mediated endocytosis.
Q9VMH7	EFM5_DROME	reviewed	Protein-lysine N-methyltransferase CG9154 (EC 2.1.1.-)	GO:0003676; GO:0005737; GO:0016279	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03187}.
P13496	DCTN1_DROME	reviewed	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (Dynactin 1 subunit p150) (Protein glued)	GO:0000278; GO:0000776; GO:0001709; GO:0001751; GO:0001754; GO:0003774; GO:0005623; GO:0005737; GO:0005813; GO:0005818; GO:0005828; GO:0005876; GO:0006886; GO:0007349; GO:0008017; GO:0008090; GO:0016330; GO:0019896; GO:0030286; GO:0030496; GO:0031616; GO:0034501; GO:0035011; GO:0035149; GO:0042051; GO:0042052; GO:0045198; GO:0045505; GO:0048489; GO:0048491; GO:0048675; GO:0050772; GO:0051028; GO:0051225; GO:0051256; GO:0051299; GO:0051383; GO:0051642; GO:0061176; GO:0061670; GO:0070840; GO:1904115; GO:1990049	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.
O96827	EF1B_DROME	reviewed	Probable elongation factor 1-beta (EF-1-beta)	GO:0003746; GO:0005085; GO:0005829; GO:0005853; GO:0006414	
Q9NHB0	GNBP1_DROME	reviewed	Gram-negative bacteria-binding protein 1	GO:0001530; GO:0001872; GO:0002221; GO:0002758; GO:0004553; GO:0005576; GO:0005615; GO:0005975; GO:0006955; GO:0009253; GO:0038187; GO:0042834; GO:0045087; GO:0045088; GO:0045752; GO:0046658; GO:0050830	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10827089}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:10827089}. Note=Secreted and attached to the membrane by a GPI-anchor.
P36192	DEFI_DROME	reviewed	Defensin	GO:0005615; GO:0006959; GO:0009617; GO:0019731; GO:0042742; GO:0045087; GO:0050830	SUBCELLULAR LOCATION: Secreted {ECO:0000255|PROSITE-ProRule:PRU00710, ECO:0000269|PubMed:8168509}.
Q9VJF2	GR36B_DROME	reviewed	Putative gustatory receptor 36b	GO:0005886; GO:0007165; GO:0008527; GO:0016021; GO:0030424; GO:0030425; GO:0033038; GO:0033041; GO:0043025; GO:0050909	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P55965	BYN_DROME	reviewed	T-related protein (Trp) (Protein brachyenteron)	GO:0000122; GO:0000790; GO:0000977; GO:0000981; GO:0001102; GO:0001228; GO:0001707; GO:0001708; GO:0001709; GO:0001756; GO:0003007; GO:0003677; GO:0005634; GO:0007280; GO:0007442; GO:0007443; GO:0007494; GO:0007509; GO:0042803; GO:0045944	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00201}.
Q9V776	CP317_DROME	reviewed	Probable cytochrome P450 317a1 (EC 1.14.-.-) (CYPCCCXVIIA1)	GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Microsome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
Q9VYF8	COQ5_DROME	reviewed	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	GO:0005739; GO:0006744; GO:0031314; GO:0043333; GO:0043334	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03191}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03191}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03191}.
Q9VF36	ACYP2_DROME	reviewed	Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphate phosphohydrolase 2) (AcPDro2)	GO:0003998; GO:0005737; GO:0016787; GO:0044237	
P45594	CADF_DROME	reviewed	Cofilin/actin-depolymerizing factor homolog (Protein D61) (Protein twinstar)	GO:0000281; GO:0000902; GO:0000915; GO:0001736; GO:0001737; GO:0001745; GO:0003779; GO:0005654; GO:0005829; GO:0007015; GO:0007298; GO:0007409; GO:0008585; GO:0010591; GO:0010669; GO:0015629; GO:0016319; GO:0016363; GO:0030032; GO:0030041; GO:0030042; GO:0033206; GO:0036011; GO:0042052; GO:0042067; GO:0048749; GO:0050714; GO:0051299	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus matrix {ECO:0000250}.
Q24157	BRN_DROME	reviewed	Beta-1,3-galactosyltransferase brn (EC 2.4.1.62) (Brainiac protein) (Neurogenic secreted-signaling protein brn)	GO:0000139; GO:0001744; GO:0005576; GO:0005783; GO:0005794; GO:0005795; GO:0006486; GO:0006493; GO:0006688; GO:0007219; GO:0007275; GO:0007293; GO:0007298; GO:0007299; GO:0008375; GO:0008376; GO:0008532; GO:0016021; GO:0016333; GO:0030311; GO:0030707; GO:0042248; GO:0046981; GO:0047915; GO:0048477	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q9V3X4	BSCL2_DROME	reviewed	Seipin	GO:0005783; GO:0006635; GO:0008610; GO:0010883; GO:0010884; GO:0019915; GO:0030176; GO:0032469; GO:0034389; GO:0042594; GO:0046339; GO:0046473; GO:0046890; GO:0048691; GO:0090207	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:21533227}.
O97159	CHDM_DROME	reviewed	Chromodomain-helicase-DNA-binding protein Mi-2 homolog (EC 3.6.4.12) (ATP-dependent helicase Mi-2) (dMi-2)	GO:0000122; GO:0003677; GO:0003678; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005700; GO:0005829; GO:0006357; GO:0007283; GO:0008270; GO:0016581; GO:0016887; GO:0030261; GO:0031491; GO:0035327; GO:0042766; GO:0043044; GO:0045892; GO:0051276; GO:0051312; GO:0070615; GO:0071923	SUBCELLULAR LOCATION: Nucleus.
P19538	CI_DROME	reviewed	Transcriptional activator cubitus interruptus (Transcriptional activator ci) (ci form of 155 kDa) (ci-155) (ci full-length protein) (ciFL) [Cleaved into: Transcriptional repressor cubitus interruptus (Transcriptional repressor ci) (ci C-terminally truncated form) (ci form of 75 kDa) (ci-75)]	GO:0000977; GO:0000981; GO:0001228; GO:0002385; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006355; GO:0007224; GO:0007346; GO:0007350; GO:0007367; GO:0016020; GO:0030707; GO:0030858; GO:0032991; GO:0035017; GO:0035217; GO:0035224; GO:0035277; GO:0035301; GO:0042802; GO:0042803; GO:0043565; GO:0044212; GO:0045944; GO:0046872; GO:0048100; GO:0048592; GO:0048813; GO:0060914; GO:1900087; GO:1904263	SUBCELLULAR LOCATION: Nucleus.
Q9VGB4	CP132_DROME	reviewed	Probable cytochrome P450 313a2 (EC 1.14.-.-) (CYPCCCXIIIA2)	GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Microsome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
P18091	ACTN_DROME	reviewed	Alpha-actinin, sarcomeric (F-actin cross-linking protein)	GO:0003779; GO:0005509; GO:0005623; GO:0005925; GO:0007016; GO:0030018; GO:0031532; GO:0045214; GO:0051015; GO:0051017	SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:17353360}. Note=Colocalizes with Smn at the Z-line of indirect flight muscles.
Q5EAK6	ATM_DROME	reviewed	Serine/threonine-protein kinase ATM (EC 2.7.11.1) (Telomere fusion protein)	GO:0000077; GO:0000706; GO:0000723; GO:0000781; GO:0004674; GO:0005524; GO:0005634; GO:0006348; GO:0006468; GO:0006974; GO:0007093; GO:0007095; GO:0007275; GO:0008630; GO:0010212; GO:0016233; GO:0030717; GO:0031000; GO:0034351; GO:0035173; GO:0045494; GO:0045824; GO:0051276; GO:1901215; GO:1904262; GO:1990164	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome, telomere.
Q4V622	CCH2R_DROME	reviewed	Neuropeptide CCHamide-2 receptor	GO:0004930; GO:0005887; GO:0007186; GO:0007218; GO:0008188; GO:0016021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q9W351	AAAS_DROME	reviewed	Aladin	GO:0000922; GO:0001578; GO:0005643; GO:0005737; GO:0006913; GO:0012505; GO:0015031; GO:0051028; GO:0072686; GO:0090307; GO:1902365	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9NRG9}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:26246606}. Note=During mitosis localizes throughout the spindle, is excluded from chromatin, and is enriched on the nuclear envelope remnants that surround the spindle. Present in a ring that surrounds the centrosome in prometaphase and metaphase cells. {ECO:0000269|PubMed:26246606}.
Q8T0G4	CONU_DROME	reviewed	Rho GTPase-activating protein conundrum	GO:0005096; GO:0005737; GO:0005886; GO:0007165; GO:0008284; GO:0030054; GO:0030833; GO:0032956; GO:0034260; GO:0043547; GO:0045179; GO:0051056	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23468526}. Cell membrane {ECO:0000269|PubMed:23468526}; Peripheral membrane protein {ECO:0000269|PubMed:23468526}. Cytoplasm, cell cortex {ECO:0000269|PubMed:23468526}. Cell junction {ECO:0000269|PubMed:23468526}. Note=Recruited by Moe to the cell cortex. In the epithelium, predominately expressed at the apical cortex. {ECO:0000269|PubMed:23468526}.
Q06453	AL_DROME	reviewed	Homeobox protein aristaless	GO:0000977; GO:0000981; GO:0005634; GO:0007480; GO:0022416; GO:0032991; GO:0035015; GO:0035218; GO:0045892; GO:0048800	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000255|PROSITE-ProRule:PRU00138}.
Q9V4P1	ANLN_DROME	reviewed	Anillin (Actin-binding protein 8) (ABP8) (Protein scraps)	GO:0000281; GO:0000915; GO:0003779; GO:0005634; GO:0005737; GO:0005826; GO:0007009; GO:0007112; GO:0007279; GO:0007349; GO:0007423; GO:0008017; GO:0008104; GO:0008356; GO:0017022; GO:0017049; GO:0030726; GO:0030865; GO:0031106; GO:0032154; GO:0032189; GO:0032465; GO:0035323; GO:0043063; GO:0045035; GO:0045172; GO:0048477; GO:0051015; GO:0070938; GO:1904498	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Note=Mainly found in the nucleus during interphase. Colocalizes with cortical F-actin upon nuclear envelope breakdown in mitosis and subsequently concentrates in the area of the prospective contractile ring in anaphase. This pattern persists until telophase, when the protein becomes concentrated in the midbody. Accumulates in the nucleus of newly divided cells in a diffuse staining pattern, thereby restarting the cycle.
P09478	ACH1_DROME	reviewed	Acetylcholine receptor subunit alpha-like 1 (Nicotinic acetylcholine receptor alpha 1)	GO:0004888; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0017085; GO:0022848; GO:0030054; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0098655	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P28750	EXU_DROME	reviewed	Maternal protein exuperantia	GO:0000398; GO:0000932; GO:0001700; GO:0003727; GO:0005737; GO:0007283; GO:0007300; GO:0007317; GO:0008595; GO:0036464; GO:0042803; GO:0045450; GO:0045451; GO:0071011; GO:0090305	SUBCELLULAR LOCATION: Cytoplasm, Cytoplasmic ribonucleoprotein granule {ECO:0000269|PubMed:11546740}.
P34021	ECR_DROME	reviewed	Ecdysone receptor (20-hydroxy-ecdysone receptor) (20E receptor) (EcRH) (Ecdysteroid receptor) (Nuclear receptor subfamily 1 group H member 1)	GO:0000122; GO:0000976; GO:0000977; GO:0000981; GO:0001047; GO:0001225; GO:0001228; GO:0002164; GO:0003677; GO:0003707; GO:0004879; GO:0005102; GO:0005496; GO:0005634; GO:0005700; GO:0005737; GO:0006357; GO:0006629; GO:0006911; GO:0006914; GO:0007155; GO:0007275; GO:0007281; GO:0007291; GO:0007298; GO:0007390; GO:0007422; GO:0007443; GO:0007468; GO:0007476; GO:0007488; GO:0007552; GO:0007616; GO:0008134; GO:0008230; GO:0008231; GO:0008232; GO:0008258; GO:0008270; GO:0008340; GO:0008362; GO:0008544; GO:0010002; GO:0010506; GO:0016319; GO:0016322; GO:0018990; GO:0030154; GO:0030374; GO:0030425; GO:0035053; GO:0035071; GO:0035072; GO:0035073; GO:0035075; GO:0035076; GO:0035100; GO:0035180; GO:0035188; GO:0035193; GO:0035206; GO:0035297; GO:0038023; GO:0040003; GO:0040034; GO:0042220; GO:0042632; GO:0042803; GO:0043065; GO:0043457; GO:0045892; GO:0045893; GO:0045938; GO:0045944; GO:0046982; GO:0048477; GO:0048738; GO:0048813; GO:0055088; GO:0070491; GO:0071222; GO:0090575; GO:1904799; GO:1904801	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407, ECO:0000269|PubMed:1913820, ECO:0000269|PubMed:30293839}.
Q9V9U4	DOHH_DROME	reviewed	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)	GO:0005789; GO:0008283; GO:0008612; GO:0010508; GO:0019135; GO:0042406; GO:0046872	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:19546244}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:19546244}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:19546244}. Note=In larval imaginal disk and Garland cells.
P49657	MNB_DROME	reviewed	Serine/threonine-protein kinase minibrain (EC 2.7.12.1)	GO:0003713; GO:0004674; GO:0004712; GO:0004860; GO:0005524; GO:0005634; GO:0007399; GO:0007611; GO:0007623; GO:0007632; GO:0008355; GO:0018105; GO:0018107; GO:0035331; GO:0043195; GO:0045666; GO:0045786; GO:0045887; GO:0045893; GO:0045927; GO:0046777; GO:1900244; GO:2000253	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9VY99	NNAD_DROME	reviewed	Cytosolic carboxypeptidase Nna1 (EC 3.4.17.-) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	GO:0002164; GO:0003407; GO:0004181; GO:0005739; GO:0007005; GO:0008270	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20620870}.
Q9VLE5	OR30A_DROME	reviewed	Odorant receptor 30a	GO:0004984; GO:0005549; GO:0005886; GO:0007165; GO:0016021; GO:0032590; GO:0050911	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P20825	POL2_DROME	reviewed	Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074	
Q9VH39	NDUF4_DROME	reviewed	Protein NDUFAF4 homolog	GO:0005739; GO:0032981	
Q9V492	MPV17_DROME	reviewed	Mpv17-like protein	GO:0000002; GO:0005737; GO:0005743; GO:0005778; GO:0016021; GO:0042592	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
B7YZV4	PDE1_DROME	reviewed	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1 (PDE1) (EC 3.1.4.17)	GO:0004115; GO:0005516; GO:0005615; GO:0007165; GO:0032504; GO:0046058; GO:0046068; GO:0046872; GO:0047555; GO:0048101; GO:0060179	
P81922	OR47B_DROME	reviewed	Odorant receptor 47b	GO:0004984; GO:0005549; GO:0005886; GO:0007165; GO:0007608; GO:0016021; GO:0032590; GO:0050911	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9VHV1	POLI_DROME	reviewed	DNA polymerase iota (EC 2.7.7.7)	GO:0003684; GO:0003887; GO:0019985	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9UNA4}.
Q9W4T4	PDE4A_DROME	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase, isoform I (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce)	GO:0000003; GO:0001661; GO:0004115; GO:0005634; GO:0005829; GO:0006198; GO:0007268; GO:0007611; GO:0007612; GO:0007613; GO:0007614; GO:0007615; GO:0007617; GO:0007619; GO:0007623; GO:0008306; GO:0008355; GO:0010738; GO:0019933; GO:0040040; GO:0043951; GO:0045202; GO:0045475; GO:0046872; GO:0046958; GO:0048149; GO:0048675; GO:0072375	
P20483	MPIP_DROME	reviewed	M-phase inducer phosphatase (EC 3.1.3.48) (Cdc25-like protein) (Protein string)	GO:0000086; GO:0004725; GO:0005634; GO:0005694; GO:0005737; GO:0006470; GO:0007030; GO:0007099; GO:0007346; GO:0007369; GO:0007488; GO:0008283; GO:0008284; GO:0010971; GO:0045792; GO:0045930; GO:0045931; GO:0045977; GO:0051301; GO:0060305; GO:0110032	
Q9VIF1	MUT7_DROME	reviewed	Exonuclease mut-7 homolog (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3 homolog) (Protein nibbler)	GO:0003676; GO:0008408; GO:0034587; GO:0044747; GO:0044748; GO:0046872; GO:1990904	
Q9W534	MOODY_DROME	reviewed	G-protein coupled receptor moody	GO:0004930; GO:0005886; GO:0005919; GO:0007186; GO:0007419; GO:0008366; GO:0016021; GO:0019991; GO:0030866; GO:0035095; GO:0048148; GO:0048149; GO:0060857	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16213219}; Multi-pass membrane protein {ECO:0000269|PubMed:16213219}.
Q27377	OB10_DROME	reviewed	Putative odorant-binding protein A10 (Antennal protein 10) (OS-D protein)	GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9VKH6	PPT2_DROME	reviewed	Lysosomal thioesterase PPT2 homolog (PPT-2) (EC 3.1.2.-)	GO:0005764; GO:0008474; GO:0098599; GO:0098734	SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:18719403}.
P91891	MO25_DROME	reviewed	Protein Mo25 (dMo25)	GO:0005634; GO:0005737; GO:0023014	
Q9VET0	NPF_DROME	reviewed	Neuropeptide F (NPF) (dNPF)	GO:0005184; GO:0005576; GO:0007186; GO:0007218; GO:0007586; GO:0007623; GO:0008049; GO:0008345; GO:0030536; GO:0032095; GO:0035176; GO:0035177; GO:0038002; GO:0042048; GO:0045475; GO:0048512; GO:0071859; GO:1990834	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10499420}.
Q9V8Y2	OB56A_DROME	reviewed	General odorant-binding protein 56a	GO:0005549; GO:0005576; GO:0007606; GO:0007608; GO:0019236; GO:0042048	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
