Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
Q84UT5	BLE3_ORYSJ	reviewed	CASP-like protein BLE3 (CASP-like protein 1C2) (OsCASPL1C2) (Protein brassinolide-enhanced 3) (OsBLE3) (Protein BL-enhanced 3)	GO:0005886; GO:0007275; GO:0009733; GO:0009741; GO:0009826; GO:0016021; GO:0035264; GO:0051539	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q5N855	CSTR3_ORYSJ	reviewed	CMP-sialic acid transporter 3 (CMP-SA-Tr 3) (CMP-Sia-Tr 3) (CMP-sialic acid transporter-like protein 3)	GO:0005794; GO:0008643; GO:0015165; GO:0030173	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q42456	ASPR1_ORYSJ	reviewed	Aspartic proteinase oryzasin-1 (EC 3.4.23.-)	GO:0004190; GO:0005773; GO:0006508; GO:0006629; GO:0030163	SUBCELLULAR LOCATION: Vacuole {ECO:0000250}.
Q5VN46	BURPA_ORYSJ	reviewed	BURP domain-containing protein 10 (OsBURP10)		
Q2RBJ2	CAN2_ORYSJ	reviewed	Probable staphylococcal-like nuclease CAN2 (EC 3.1.31.-) (Calcium-dependent nuclease 2) (Ca(2+)-dependent nuclease 2)	GO:0004518; GO:0004519; GO:0005634; GO:0005737; GO:0005886; GO:0046872	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
Q0DGS1	ARFN_ORYSJ	reviewed	Auxin response factor 14	GO:0003677; GO:0005634; GO:0006355; GO:0009734	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00326}.
Q7XKV2	BGL13_ORYSJ	reviewed	Beta-glucosidase 13 (Os4bglu13) (EC 3.2.1.21)	GO:0005975; GO:0008422; GO:0102483	
Q6Z2M9	CDPK4_ORYSJ	reviewed	Calcium-dependent protein kinase 4 (OsCDPK4) (OsCPK4) (EC 2.7.11.1) (Calcium-dependent protein kinase OsCDPK1)	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009931; GO:0016020; GO:0018105; GO:0035556; GO:0046777	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
Q6EU14	AGO1A_ORYSJ	reviewed	Protein argonaute 1A (OsAGO1a)	GO:0003676; GO:0031047	
Q0JF03	ARP9_ORYSJ	reviewed	Actin-related protein 9	GO:0006302; GO:0006355; GO:0031011; GO:0043044	
Q7XTS3	AGO3_ORYSJ	reviewed	Protein argonaute 3 (OsAGO3)	GO:0003676; GO:0031047	
Q60DW3	ALFL5_ORYSJ	reviewed	PHD finger protein ALFIN-LIKE 5	GO:0005634; GO:0006325; GO:0006355; GO:0042393; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q0DBW8	C3H42_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 42 (OsC3H42)	GO:0003677; GO:0046872	
Q7F2Z1	ALFL6_ORYSJ	reviewed	PHD finger protein ALFIN-LIKE 6	GO:0005634; GO:0006325; GO:0006355; GO:0042393; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P27937	AMY3B_ORYSJ	reviewed	Alpha-amylase isozyme 3B (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	GO:0004556; GO:0005509; GO:0005983; GO:0005987; GO:0103025	
Q05JG2	ABAH1_ORYSJ	reviewed	Abscisic acid 8'-hydroxylase 1 (ABA 8'-hydroxylase 1) (EC 1.14.14.137) (Cytochrome P450 707A5) (OsABA8ox1)	GO:0004497; GO:0005506; GO:0005789; GO:0009687; GO:0016021; GO:0016125; GO:0016705; GO:0020037; GO:0046345; GO:0055114	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17205969}; Single-pass membrane protein {ECO:0000269|PubMed:17205969}.
Q7XHW4	CML24_ORYSJ	reviewed	Probable calcium-binding protein CML24 (Calmodulin-like protein 24)	GO:0005509	
Q0J9J6	EME1_ORYSJ	reviewed	Crossover junction endonuclease EME1 (EC 3.1.22.-) (Essential meiotic endonuclease 1) (OsEME1)	GO:0003677; GO:0004519; GO:0005634; GO:0006281; GO:0006310; GO:0009411; GO:0009644; GO:0010332; GO:0046872; GO:0048476; GO:0051301; GO:0051321	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q7XDI3	GLO15_ORYSJ	reviewed	Very-long-chain aldehyde decarbonylase GL1-5 (EC 4.1.99.5) (Protein GLOSSY 1-5) (Protein WAX-DEFICIENT ANTHER 1)	GO:0005506; GO:0005783; GO:0005789; GO:0008610; GO:0009651; GO:0009737; GO:0009924; GO:0010025; GO:0010143; GO:0010584; GO:0016021; GO:0016491; GO:0042335; GO:0043668; GO:0048653; GO:0048658; GO:1990465	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:F4HVY0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:F4HVY0}.
Q10G40	EXB12_ORYSJ	reviewed	Expansin-B12 (Beta-expansin-12) (OsEXPB12) (OsaEXPb1.17)	GO:0005576; GO:0005618; GO:0016020; GO:0019953; GO:0071555	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q6ZIF9	CYL1_ORYSJ	reviewed	Cyclase-like protein 1 (OsCYL1)	GO:0004061; GO:0005576; GO:0019441	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q6YX89}.
Q6YX89	CYL4_ORYSJ	reviewed	Cyclase-like protein 4 (OsCYL4)	GO:0004061; GO:0005576; GO:0009409; GO:0009414; GO:0009651; GO:0019441; GO:0071944	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:25974367}.
Q0E4K1	CATA1_ORYSJ	reviewed	Catalase isozyme A (CAT-A) (EC 1.11.1.6)	GO:0004096; GO:0005737; GO:0005886; GO:0007623; GO:0009408; GO:0009414; GO:0009416; GO:0009617; GO:0009737; GO:0020037; GO:0042542; GO:0042744; GO:0046872; GO:1902074	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:26900141, ECO:0000305|PubMed:21398647}. Cell membrane {ECO:0000269|PubMed:29581216}.
Q7XPY5	BGL15_ORYSJ	reviewed	Putative beta-glucosidase 15 (Os4bglu15) (EC 3.2.1.21)	GO:0005975; GO:0008422; GO:0102483	
P0DH88	BBRA_ORYSJ	reviewed	Barley B recombinant-like protein A (BBR-like protein A) (GAGA-binding transcriptional activator BBR-A)	GO:0003700; GO:0005634; GO:0009723; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q7EXZ4	BGL28_ORYSJ	reviewed	Beta-glucosidase 28 (Os8bglu28) (EC 3.2.1.21)	GO:0005975; GO:0008422; GO:0102483	
Q2R4Z5	DH16B_ORYSJ	reviewed	Dehydrin Rab16B	GO:0005829; GO:0009414; GO:0009631; GO:0009737	
Q2R4Z7	DH16C_ORYSJ	reviewed	Dehydrin Rab16C	GO:0005829; GO:0009414; GO:0009631; GO:0009737	
Q6ZIB9	GDT14_ORYSJ	reviewed	GDT1-like protein 4	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5ZC88	CUL1_ORYSJ	reviewed	Cullin-1 (OsCUL1) (OsCUL1-1)	GO:0006511; GO:0031461; GO:0031625	
P14654	GLN12_ORYSJ	reviewed	Glutamine synthetase cytosolic isozyme 1-2 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;2) (OsGLN1;2) (Glutamine synthetase root isozyme) (OsGS1;2)	GO:0004356; GO:0005524; GO:0005737; GO:0006542	SUBCELLULAR LOCATION: Cytoplasm.
Q7XDD0	G1L5_ORYSJ	reviewed	Protein G1-like5	GO:0003677; GO:0005634; GO:0007275; GO:0009299; GO:0009416; GO:0090698	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q941W1	G1L7_ORYSJ	reviewed	Protein G1-like7	GO:0003677; GO:0005634; GO:0007275; GO:0009299; GO:0009416; GO:0090698	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q5Z980	EXLA4_ORYSJ	reviewed	Expansin-like A4 (OsEXLA4) (OsEXPL4)	GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q84T68	EXOS5_ORYSJ	reviewed	Exosome complex exonuclease RRP46 homolog (EC 3.1.13.-) (Exosome component 5) (Ribosomal RNA-processing protein 46) (oRrp46)	GO:0000176; GO:0000177; GO:0003690; GO:0003727; GO:0004527; GO:0004536; GO:0004540; GO:0005730; GO:0006364; GO:0016075; GO:0034427; GO:0034475; GO:0042802; GO:0071028; GO:0071051	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000305}.
Q10Q80	ERV1_ORYSJ	reviewed	FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (Mitochondrial sulfhydryl oxidase ERV1)	GO:0005739; GO:0015035; GO:0016971; GO:0050660	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q8GXX0}.
Q851J8	GL33_ORYSJ	reviewed	Germin-like protein 3-3	GO:0005618; GO:0030145; GO:0045735; GO:0048046	SUBCELLULAR LOCATION: Secreted, extracellular space, apoplast {ECO:0000250}.
Q6YZM6	BBD2_ORYSJ	reviewed	Bifunctional nuclease 2 (OsBBD2) (EC 3.1.-.-)	GO:0004518; GO:0005634; GO:0016567; GO:0030891; GO:0061630	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q67VD7	BURP9_ORYSJ	reviewed	BURP domain-containing protein 9 (OsBURP09)		
Q10NX8	BGAL6_ORYSJ	reviewed	Beta-galactosidase 6 (Lactase 6) (EC 3.2.1.23)	GO:0004565; GO:0005618; GO:0005773; GO:0005975; GO:0030246; GO:0048046	SUBCELLULAR LOCATION: Secreted, extracellular space, apoplast {ECO:0000305}.
Q0JCZ4	ARFI_ORYSJ	reviewed	Auxin response factor 9	GO:0003677; GO:0005634; GO:0006355; GO:0009734	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00326}.
Q6F2Y7	CLPB1_ORYSJ	reviewed	Chaperone protein ClpB1 (ATP-dependent Clp protease ATP-binding subunit ClpB homolog 1) (Casein lytic proteinase B1) (Heat shock protein 101)	GO:0005524; GO:0005634; GO:0005829; GO:0019538; GO:0034605	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Nucleus {ECO:0000305}.
Q6K1C4	CAX3_ORYSJ	reviewed	Vacuolar cation/proton exchanger 3 (Ca(2+)/H(+) exchanger 3) (OsCAX3)	GO:0005623; GO:0006874; GO:0009705; GO:0015369; GO:0016021; GO:0070588	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Tonoplast.
Q7XPK1	C3H31_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 31 (OsC3H31)	GO:0003677; GO:0003723; GO:0046872	
Q75K81	C3H36_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 36 (OsC3H36)	GO:0003677; GO:0046872	
Q84KJ6	AMT31_ORYSJ	reviewed	Ammonium transporter 3 member 1 (OsAMT3;1)	GO:0005887; GO:0008519; GO:0019740	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q2QQR2	CDPKR_ORYSJ	reviewed	Calcium-dependent protein kinase 27 (OsCDPK27) (OsCPK27) (EC 2.7.11.1)	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009931; GO:0016020; GO:0018105; GO:0035556; GO:0046777	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
Q2QX45	CDPKS_ORYSJ	reviewed	Calcium-dependent protein kinase 28 (OsCDPK28) (OsCPK28) (EC 2.7.11.1)	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009931; GO:0018105; GO:0035556; GO:0046777	
Q10LX4	CML27_ORYSJ	reviewed	Probable calcium-binding protein CML27 (Calmodulin-like protein 27)	GO:0005509	
Q6EQ60	AB47G_ORYSJ	reviewed	ABC transporter G family member 47 (OsABCG47) (Pleiotropic drug resistance protein 19) (OsPDR19)	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0042626; GO:0055085	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q0JF48	EMF2A_ORYSJ	reviewed	Polycomb group protein EMF2A (OsEMF2A) (Polycomb group protein EMBRYONIC FLOWER 2B)	GO:0005634; GO:0006325; GO:0007275; GO:0030154; GO:0031490; GO:0046872	
Q0J3Y7	DRE1J_ORYSJ	reviewed	Dehydration-responsive element-binding protein 1J (Protein DREB1J)	GO:0003677; GO:0003700; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
A3C5A7	GRP2_ORYSJ	reviewed	Glycine-rich cell wall structural protein 2 (Glycine-rich protein 1) (GRP-1)	GO:0005576; GO:0005618; GO:0071555	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000305}.
Q0DWC7	ETR3_ORYSJ	reviewed	Ethylene receptor 3 (OsETR3) (EC 2.7.13.3) (OsPK2)	GO:0000155; GO:0005524; GO:0005789; GO:0009873; GO:0016021; GO:0046872	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P49333}; Multi-pass membrane protein {ECO:0000255}.
Q53RH0	ERS1_ORYSJ	reviewed	Probable ethylene response sensor 1 (OsERS1) (EC 2.7.13.3) (Ethylene response factor 1)	GO:0000155; GO:0005524; GO:0005783; GO:0005789; GO:0016021; GO:0038199; GO:0046872; GO:0051740	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P49333}; Multi-pass membrane protein {ECO:0000255}.
Q10KN4	EXP21_ORYSJ	reviewed	Expansin-A21 (Alpha-expansin-21) (OsEXP21) (OsEXPA21) (OsaEXPa1.21)	GO:0005576; GO:0005618; GO:0009664; GO:0016020	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q40637	EXPA3_ORYSJ	reviewed	Expansin-A3 (Alpha-expansin-3) (OsEXP3) (OsEXPA3) (OsaEXPa1.18) (RiExD)	GO:0005576; GO:0005618; GO:0009664; GO:0016020	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q2QP86	GRC15_ORYSJ	reviewed	Glutaredoxin-C15	GO:0005623; GO:0005737; GO:0009055; GO:0015035; GO:0045454	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q5NBM8	CSA_ORYSJ	reviewed	Transcription factor CSA (Myb-related protein CSA) (Protein CARBON STARVED ANTHER)	GO:0003677; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20305120}.
Q5VMI0	CGT_ORYSJ	reviewed	UDP-glucose:2-hydroxyflavanone C-glucosyltransferase (OsCGT) (EC 2.4.1.-)	GO:0008194; GO:0016758; GO:0043231	
Q5JNC0	COQ5_ORYSJ	reviewed	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	GO:0005739; GO:0006744; GO:0031314; GO:0043333	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03191}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03191}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03191}.
Q60EN8	COPT2_ORYSJ	reviewed	Copper transporter 2 (OsCOPT2)	GO:0005375; GO:0005623; GO:0005886; GO:0005887; GO:0006825; GO:0006878; GO:0006952; GO:0043621; GO:0051119	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20852017}; Multi-pass membrane protein {ECO:0000269|PubMed:20852017}.
Q9AV71	CESA7_ORYSJ	reviewed	Cellulose synthase A catalytic subunit 7 [UDP-forming] (EC 2.4.1.12) (OsCesA7)	GO:0005794; GO:0005802; GO:0005886; GO:0009833; GO:0009834; GO:0016021; GO:0016759; GO:0016760; GO:0030244; GO:0046872; GO:0071555	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q84ZN6	CESA8_ORYSJ	reviewed	Probable cellulose synthase A catalytic subunit 8 [UDP-forming] (EC 2.4.1.12) (OsCesA8)	GO:0005794; GO:0005802; GO:0005886; GO:0009833; GO:0016021; GO:0016759; GO:0016760; GO:0030244; GO:0046872; GO:0071555	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q10MR5	CSPLN_ORYSJ	reviewed	CASP-like protein 4B2 (OsCASPL4B2)	GO:0005886; GO:0016021; GO:0051539	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q7XLY8	ATL41_ORYSJ	reviewed	E3 ubiquitin-protein ligase Os04g0590900 (EC 2.3.2.27) (RING-H2 finger protein Os04g0590900) (RING-type E3 ubiquitin transferase Os04g0590900)	GO:0004842; GO:0016021; GO:0016567; GO:0046872	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q5N794	CSPLR_ORYSJ	reviewed	CASP-like protein 5B1 (OsCASPL5B1)	GO:0005886; GO:0016020; GO:0016021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q06396	ARF1_ORYSJ	reviewed	ADP-ribosylation factor 1 (13 kDa cold-induced protein)	GO:0005525; GO:0005737; GO:0005794; GO:0006886; GO:0016192	SUBCELLULAR LOCATION: Golgi apparatus.
P0C314	CLPP_ORYSJ	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	GO:0004176; GO:0004252; GO:0006515; GO:0009368; GO:0009536; GO:0009570; GO:0051117	SUBCELLULAR LOCATION: Plastid, chloroplast stroma {ECO:0000255|HAMAP-Rule:MF_00444}.
Q5NAV3	C3H5_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 5 (OsC3H5) (Zinc finger CCCH domain-containing protein ZFN-like 3)	GO:0003677; GO:0005634; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9AUR8	COPA1_ORYSJ	reviewed	Coatomer subunit alpha-1 (Alpha-coat protein 1) (Alpha-COP 1)	GO:0000139; GO:0005198; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.
Q6H7U5	CIPKQ_ORYSJ	reviewed	CBL-interacting protein kinase 26 (EC 2.7.11.1) (OsCIPK26)	GO:0004674; GO:0005524; GO:0007165	
Q84MN0	CML4_ORYSJ	reviewed	Calmodulin-like protein 4	GO:0005509; GO:0019722	
Q6PS57	CKS1_ORYSJ	reviewed	Cyclin-dependent kinases regulatory subunit 1	GO:0000307; GO:0007049; GO:0007346; GO:0019005; GO:0019901; GO:0042393; GO:0043130; GO:0051301; GO:0061575	
A3C6D7	ACT2_ORYSJ	reviewed	Actin-2	GO:0005524; GO:0005737; GO:0005856	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q6K687	C3H18_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 18 (OsC3H18)	GO:0003677; GO:0046872	
Q6YSJ5	AGO16_ORYSJ	reviewed	Protein argonaute 16 (OsAGO16) (OsAGO6) (Protein ZWILLE/PINHEAD-like 1)	GO:0003676; GO:0031047	
Q6K9G1	AMT12_ORYSJ	reviewed	Ammonium transporter 1 member 2 (OsAMT1;2)	GO:0005887; GO:0008519; GO:0072488	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q7XSB2	C3H29_ORYSJ	reviewed	Putative zinc finger CCCH domain-containing protein 29 (OsC3H29)	GO:0003677; GO:0046872	
Q5Z5S6	C7019_ORYSJ	reviewed	Ent-kaurene oxidase-like 5 (OsKOL5) (EC 1.14.13.-) (Cytochrome P450 701A9) (Ent-kaurene oxidase 5) (OsKO5) (OsKOS2)	GO:0004497; GO:0005506; GO:0005783; GO:0009686; GO:0009707; GO:0010241; GO:0016021; GO:0016705; GO:0020037	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
Q93VD5	CCD8A_ORYSJ	reviewed	Carotenoid cleavage dioxygenase 8 homolog A, chloroplastic (OsCCD8a) (EC 1.13.11.-) (Protein D10-like)	GO:0009507; GO:0010436; GO:0016121; GO:0046872	SUBCELLULAR LOCATION: Plastid, chloroplast {ECO:0000250}.
Q7PC80	AB34G_ORYSJ	reviewed	ABC transporter G family member 34 (OsABCG34) (Pleiotropic drug resistance protein 10) (OsPDR10)	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0042626; GO:0055085	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q5JLR7	DOF5_ORYSJ	reviewed	Dof zinc finger protein 5 (OsDof5)	GO:0003677; GO:0003700; GO:0005634; GO:0043565; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00071}.
Q2QXB3	DOHH1_ORYSJ	reviewed	Deoxyhypusine hydroxylase-A (DOHH-A) (EC 1.14.99.29) (Deoxyhypusine dioxygenase-A) (Deoxyhypusine monooxygenase-A)	GO:0008612; GO:0019135; GO:0046872	
P07730	GLUA2_ORYSJ	reviewed	Glutelin type-A 2 (Glutelin type II) [Cleaved into: Glutelin type-A 2 acidic chain; Glutelin type-A 2 basic chain]	GO:0045735	
Q2QXJ1	GL123_ORYSJ	reviewed	Putative germin-like protein 12-3	GO:0005618; GO:0030145; GO:0045735; GO:0048046	SUBCELLULAR LOCATION: Secreted, extracellular space, apoplast {ECO:0000250}.
Q69V10	BH062_ORYSJ	reviewed	Transcription factor BHLH062 (Basic helix-loop-helix protein 1) (OsbHLH1) (Basic helix-loop-helix protein 62) (OsbHLH062) (bHLH transcription factor bHLH062)	GO:0003677; GO:0005634; GO:0006355; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:25617318}.
Q7XC35	CCP41_ORYSJ	reviewed	Cyclin-P4-1 (CycP4;1)	GO:0000079; GO:0007049; GO:0019901; GO:0051301	
P37891	CBP3_ORYSJ	reviewed	Serine carboxypeptidase 3 (EC 3.4.16.5) (Serine carboxypeptidase III)	GO:0004185; GO:0005773; GO:0051603	
Q5VMQ5	CAF1P_ORYSJ	reviewed	CRS2-associated factor 1, chloroplastic (Chloroplastic group IIA intron splicing facilitator CRS2-associated factor 1)	GO:0000373; GO:0003723; GO:0006397; GO:0009570	SUBCELLULAR LOCATION: Plastid, chloroplast stroma {ECO:0000250}.
Q0J951	ARFL_ORYSJ	reviewed	Auxin response factor 12 (OsARF8)	GO:0003677; GO:0005634; GO:0006355; GO:0009734	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00326}.
Q75I94	BGL08_ORYSJ	reviewed	Beta-glucosidase 8 (Os3bglu8) (EC 3.2.1.21)	GO:0004338; GO:0004565; GO:0004567; GO:0005975; GO:0008422; GO:0033907; GO:0047701; GO:0080079; GO:0080083; GO:0102483	
Q7XH85	BBRC_ORYSJ	reviewed	Barley B recombinant-like protein C (BBR-like protein C) (GAGA-binding transcriptional activator BBR-C)	GO:0003700; GO:0005634; GO:0009723; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
A3BMN9	ANM3_ORYSJ	reviewed	Probable protein arginine N-methyltransferase 3 (EC 2.1.1.-)	GO:0003676; GO:0005737; GO:0006479; GO:0008168; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q7X8B5	ACA5_ORYSJ	reviewed	Calcium-transporting ATPase 5, plasma membrane-type (OsACA5) (EC 7.2.2.10) (Ca(2+)-ATPase isoform 5) (OsACA6)	GO:0005388; GO:0005516; GO:0005524; GO:0005886; GO:0009409; GO:0009414; GO:0016021; GO:0046872	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24128296}; Multi-pass membrane protein {ECO:0000255}.
Q2QX40	ART1_ORYSJ	reviewed	Zinc finger protein STAR3 (Protein ALUMINUM RESISTANCE TRANSCRIPTION FACTOR 1) (Protein ART1) (Protein SENSITIVE TO ALUMINUM RHIZOTOXICITY 3)	GO:0003676; GO:0005634; GO:0010044; GO:0043620; GO:0045893; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19880795}.
Q65X92	C3H37_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 37 (OsC3H37)	GO:0003677; GO:0046872	
Q0JP11	C3H3_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 3 (OsC3H3)	GO:0003677; GO:0005689; GO:0008270	
Q84VG1	CHMP1_ORYSJ	reviewed	ESCRT-related protein CHMP1 (Protein CHARGED MULTIVESICULAR BODY PROTEIN 1) (Protein CHROMATIN MODIFYING PROTEIN 1)	GO:0000815; GO:0005771; GO:0015031; GO:0032509; GO:0045324	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9HD42}. Endosome membrane {ECO:0000250|UniProtKB:Q9HD42}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9HD42}.
Q7XIM0	CDPKH_ORYSJ	reviewed	Calcium-dependent protein kinase 17 (OsCDPK17) (OsCPK17) (EC 2.7.11.1)	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009931; GO:0016020; GO:0018105; GO:0035556; GO:0046777	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
Q69XQ3	C3H44_ORYSJ	reviewed	Zinc finger CCCH domain-containing protein 44 (OsC3H44)	GO:0003677; GO:0003723; GO:0046872	
Q69T29	AMT33_ORYSJ	reviewed	Ammonium transporter 3 member 3 (OsAMT3;3)	GO:0005887; GO:0008519; GO:0019740	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q6I621	2A5K_ORYSJ	reviewed	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' kappa isoform (OsB'kappa) (PP2A, B' subunit, kappa isoform)	GO:0000159; GO:0007165; GO:0019888	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:31221736}. Cell membrane {ECO:0000269|PubMed:31221736}; Peripheral membrane protein {ECO:0000305|PubMed:31221736}. Note=The partial localization to the plasma membrane may be due to its association with SIT1. {ECO:0000269|PubMed:31221736}.
