Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
Q12504	RKM4_YEAST	reviewed	Ribosomal lysine N-methyltransferase 4 (EC 2.1.1.-) (SET domain-containing protein 7)	GO:0005634; GO:0016279; GO:0018026	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38705	SYSM_YEAST	reviewed	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	GO:0004828; GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006434; GO:0070158; GO:0097056	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095}.
Q12297	TAF3_YEAST	reviewed	Transcription initiation factor TFIID subunit 3 (TAFII-47) (TAFII47) (TBP-associated factor 3) (TBP-associated factor 47 kDa)	GO:0003682; GO:0005669; GO:0006366; GO:0046982; GO:0051123	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P06700	SIR2_YEAST	reviewed	NAD-dependent histone deacetylase SIR2 (EC 3.5.1.-) (Regulatory protein SIR2) (Silent information regulator 2)	GO:0000183; GO:0000784; GO:0000790; GO:0001300; GO:0001302; GO:0005677; GO:0005720; GO:0005724; GO:0005730; GO:0006303; GO:0006325; GO:0006333; GO:0006348; GO:0007062; GO:0008156; GO:0017136; GO:0030466; GO:0030869; GO:0031618; GO:0032041; GO:0034398; GO:0034967; GO:0045910; GO:0046872; GO:0046969; GO:0046970; GO:0070403; GO:0097695; GO:1904524	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:9214640}. Note=Associated with nucleolar chromatin. Preferentially bound to the spacer regions of the rDNA repeats through its interaction with NET1.
Q03430	RSM28_YEAST	reviewed	37S ribosomal protein RSM28, mitochondrial (Mitochondrial small ribosomal subunit protein mS46)	GO:0003735; GO:0005739; GO:0005763; GO:0032543; GO:0070124	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15701796, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q03290	TFB3_YEAST	reviewed	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	GO:0000079; GO:0005675; GO:0006289; GO:0006357; GO:0006366; GO:0046872; GO:0061575; GO:0070816; GO:0070985	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P53283	TPO2_YEAST	reviewed	Polyamine transporter 2	GO:0000296; GO:0000297; GO:0000329; GO:0005886; GO:0005887; GO:0006855; GO:0015297; GO:0042910; GO:0071944	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12562762, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12562762, ECO:0000269|PubMed:14562095}.
Q07811	YL020_YEAST	reviewed	Putative uncharacterized protein YLL020C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P53054	YGZG_YEAST	reviewed	Putative uncharacterized protein YGL262W		
P53061	ZIP2_YEAST	reviewed	Protein ZIP2 (Zipping up meiotic chromosomes protein 2)	GO:0000166; GO:0000795; GO:0003677; GO:0005739; GO:0007129; GO:0007130; GO:0007131; GO:0033235	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=localizes to a meiosis specific chromosomal structure called the synaptonemal complex (SC) formed during meiotic prophase.
Q12338	RNH2C_YEAST	reviewed	Ribonuclease H2 subunit C (RNase H2 subunit C) (Rnh2C) (RNase H(203)) (Ribonuclease HI subunit C)	GO:0005634; GO:0005737; GO:0006401; GO:0032299; GO:0043137; GO:0090502	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P39079	TCPZ_YEAST	reviewed	T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)	GO:0005524; GO:0005832; GO:0006457; GO:0051082	SUBCELLULAR LOCATION: Cytoplasm.
P0CX38	RS6B_YEAST	reviewed	40S ribosomal protein S6-B (RP9) (S10) (Small ribosomal subunit protein eS6-B) (YS4)	GO:0000462; GO:0002181; GO:0003735; GO:0005730; GO:0005737; GO:0022627; GO:0032040	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.
P0CX33	RS30A_YEAST	reviewed	40S ribosomal protein S30-A (Small ribosomal subunit protein eS30-A)	GO:0002181; GO:0003735; GO:0010494; GO:0022627	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P34247	UTP11_YEAST	reviewed	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (U three protein 11)	GO:0000447; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0005732; GO:0006364; GO:0006412; GO:0031167; GO:0032040	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.
Q12339	UTP23_YEAST	reviewed	rRNA-processing protein UTP23 (U three protein 23) (U3 small nucleolar RNA-associated protein 23) (U3 snoRNA-associated protein 23)	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0005739; GO:0031167; GO:0032040; GO:0070181	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}.
P38775	YHK5_YEAST	reviewed	Putative uncharacterized protein YHR045W	GO:0005783; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P28625	YIM1_YEAST	reviewed	Protein YIM1	GO:0005737; GO:0005739; GO:0005783; GO:0005811; GO:0006974	SUBCELLULAR LOCATION: Lipid droplet. Mitochondrion.
P40993	RMRP_YEAST	reviewed	Ribonuclease MRP protein subunit SNM1 (RNA-processing protein SNM1) (RNase MRP 22.5 kDa subunit)	GO:0000172; GO:0004518; GO:0005655; GO:0006364; GO:0006397; GO:0008033; GO:0030541; GO:0042134; GO:0090502	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q04305	UTP15_YEAST	reviewed	U3 small nucleolar RNA-associated protein 15 (U3 snoRNA-associated protein 15) (U three protein 15) (U3 protein 15 required for transcription) (t-UTP15)	GO:0000462; GO:0005654; GO:0005730; GO:0006364; GO:0030686; GO:0031167; GO:0032040; GO:0033553; GO:0034455; GO:0034511; GO:0045943	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.
P53310	YG55_YEAST	reviewed	Putative uncharacterized protein YGR242W	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P0CL23	YIR5_YEAST	reviewed	Putative UPF0377 protein YIL175W		
P40488	YIK2_YEAST	reviewed	Uncharacterized protein YIL102C		
A0A023PXN3	YI068_YEAST	reviewed	Putative uncharacterized protein YIL068W-A		
Q08634	YO238_YEAST	reviewed	Uncharacterized protein YOR238W	GO:0005737	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q3E825	YL307_YEAST	reviewed	Uncharacterized protein YLR307C-A		
P43546	YFL57_YEAST	reviewed	Putative aryl-alcohol dehydrogenase YFL057C (EC 1.1.1.-)	GO:0006081; GO:0047681	
Q8TGS5	YM272_YEAST	reviewed	Uncharacterized protein YMR272W-B	GO:0000324	
Q12010	YPQ1_YEAST	reviewed	Probable vacuolar amino acid transporter YPQ1 (PQ-loop repeat-containing protein 1)	GO:0000329; GO:0005737; GO:0005783; GO:0015174; GO:0034488; GO:0071627	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23169667}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23169667}.
A0A023PXA5	YA19A_YEAST	reviewed	Putative uncharacterized protein YAL019W-A		
O13572	YPR50_YEAST	reviewed	Putative uncharacterized protein YPR150W	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q45U48	YG035_YEAST	reviewed	Uncharacterized protein YGR035W-A		
Q99247	YO087_YEAST	reviewed	Uncharacterized WD repeat-containing protein YOL087C	GO:0005737; GO:0043130; GO:1903003	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38746	YLF2_YEAST	reviewed	Obg-like ATPase homolog (OLA1 homolog)	GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0016887	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16823961}.
Q03102	YMN1_YEAST	reviewed	Uncharacterized membrane protein YML131W	GO:0005737; GO:0005829; GO:0016021; GO:0016491	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q06051	YL400_YEAST	reviewed	Putative uncharacterized protein YLR400W	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q03208	YML9_YEAST	reviewed	Uncharacterized protein YML119W	GO:0005737	
Q08532	YO139_YEAST	reviewed	Putative uncharacterized protein YOR139C		
O13564	YL428_YEAST	reviewed	Putative uncharacterized protein YLR428C		
P47147	YMR1_YEAST	reviewed	Phosphoinositide 3-phosphatase (EC 3.1.3.64) (Yeast myotubularin-related protein 1)	GO:0003729; GO:0004438; GO:0004725; GO:0005737; GO:0046856	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P46996	YJQ3_YEAST	reviewed	Uncharacterized membrane protein YJL163C	GO:0000329; GO:0016021; GO:0055085	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P46991	YJR5_YEAST	reviewed	Putative uncharacterized membrane protein YJL175W	GO:0016021	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P36019	YPT53_YEAST	reviewed	GTP-binding protein YPT53	GO:0003924; GO:0005525; GO:0005768; GO:0005769; GO:0005770; GO:0005829; GO:0005886; GO:0006623; GO:0006886; GO:0006895; GO:0006897; GO:0030139; GO:0032482	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
O13556	YL462_YEAST	reviewed	Putative uncharacterized protein YLR462W		
P38185	YBH1_YEAST	reviewed	Uncharacterized protein YBL071C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P0C2J2	YG21A_YEAST	reviewed	Transposon Ty2-GR1 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	GO:0003723; GO:0005737	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q8TGT7	YG204_YEAST	reviewed	Uncharacterized protein YGR204C-A		
P36010	NDK_YEAST	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)	GO:0004550; GO:0005524; GO:0005739; GO:0005758; GO:0005829; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0006281; GO:0006974; GO:0009142; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12472466}. Mitochondrion intermembrane space {ECO:0000269|PubMed:12472466, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:22984289}. Note=Localizes predominantly to the cytoplasm. A small fraction is present in the mitochondrial intermembrane space.
P40585	PAU15_YEAST	reviewed	Seripauperin-15	GO:0000324; GO:0005199; GO:0009277; GO:0031505	
P00635	PPA5_YEAST	reviewed	Repressible acid phosphatase (EC 3.1.3.2) (P60)	GO:0003993; GO:0005576; GO:0006796; GO:0008361; GO:0009277; GO:0016036; GO:0017111; GO:0047429; GO:0071944	SUBCELLULAR LOCATION: Secreted.
P17967	PDI_YEAST	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)	GO:0003756; GO:0005783; GO:0005788; GO:0006457; GO:0015035; GO:0034976; GO:0036508; GO:0045454; GO:0051082; GO:1904382	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.
P25043	PSB2_YEAST	reviewed	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005789; GO:0005829; GO:0005839; GO:0010498; GO:0010499; GO:0019774; GO:0034515; GO:0043161	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P0C2H6	RL27A_YEAST	reviewed	60S ribosomal protein L27-A (Large ribosomal subunit protein eL27-A)	GO:0002181; GO:0003735; GO:0022625	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
Q04372	TAP42_YEAST	reviewed	Type 2A phosphatase-associated protein 42	GO:0005829; GO:0009968; GO:0019898; GO:0031929; GO:0045943; GO:0051721	
P00899	TRPE_YEAST	reviewed	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	GO:0000162; GO:0004049; GO:0005737; GO:0005950; GO:0046872	
A0A023PXD3	YE88A_YEAST	reviewed	Putative uncharacterized protein YER088C-A		
P40497	YIJ2_YEAST	reviewed	Uncharacterized protein YIL092W	GO:0005634; GO:0005737; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P33122	TYE7_YEAST	reviewed	Serine-rich protein TYE7 (Basic-helix-loop-helix protein SGC1)	GO:0000790; GO:0003700; GO:0006368; GO:0043565; GO:0045821; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38277	YBY8_YEAST	reviewed	Uncharacterized protein YBR138C	GO:0005737	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P25620	YCR2_YEAST	reviewed	Uncharacterized protein YCR022C		
P53058	VEL1_YEAST	reviewed	Protein VEL1 (Velum formation protein 1)	GO:0005783; GO:0005829; GO:0071944	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Note=Intracellular soluble fraction. {ECO:0000250}.
P87012	YC01A_YEAST	reviewed	Putative pelota-like protein YCL001W-A	GO:0005737; GO:0032790; GO:0043022; GO:0070651; GO:0070966	
P38864	YHX3_YEAST	reviewed	Uncharacterized protein YHR173C	GO:0000324	
P47053	YJE3_YEAST	reviewed	Uncharacterized protein YJL043W	GO:0005737; GO:0005739	
P38870	YHY2_YEAST	reviewed	Uncharacterized protein YHR182W	GO:0005737; GO:0005934; GO:0007165	
P43541	YFG3_YEAST	reviewed	Putative UPF0320 protein YFL063W		
Q08282	TYW4_YEAST	reviewed	tRNA wybutosine-synthesizing protein 4 (tRNA yW-synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	GO:0005737; GO:0005739; GO:0006400; GO:0008175; GO:0030488; GO:0031591	SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion.
Q07435	YD068_YEAST	reviewed	Putative uncharacterized protein YDL068W	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q12426	YDR10_YEAST	reviewed	Uncharacterized protein YDR010C		
A0A023PYD3	YD94W_YEAST	reviewed	Putative uncharacterized protein YDR094W		
Q12363	WTM1_YEAST	reviewed	Transcriptional modulator WTM1	GO:0003714; GO:0005634; GO:0005737; GO:0006606; GO:0010674; GO:0031939; GO:0045944; GO:0051457; GO:0061186	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16432237}. Nucleus {ECO:0000269|PubMed:16432237}. Note=Shuttles between the nucleus and the cytoplasm.
P47188	YJ9Z_YEAST	reviewed	Putative UPF0320 protein YJR162C		
Q07881	YL047_YEAST	reviewed	Putative uncharacterized protein YLL047W	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P25338	YGB0_YEAST	reviewed	Uncharacterized endoplasmic reticulum membrane protein YGL010W	GO:0001561; GO:0005783; GO:0005789; GO:0016021; GO:0046521; GO:0102672	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.
P40489	XBP1_YEAST	reviewed	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	GO:0000122; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0031065; GO:0034599; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q03508	YM8F_YEAST	reviewed	Uncharacterized protein YMR265C		
Q08993	YP202_YEAST	reviewed	Putative uncharacterized protein YPR202W		
P38893	YH10_YEAST	reviewed	Uncharacterized isomerase YHR210C (EC 5.-.-.-)	GO:0004034; GO:0006006; GO:0030246; GO:0033499	
Q04867	YM91_YEAST	reviewed	Putative methyltransferase YMR310C (EC 2.1.1.-)	GO:0005634; GO:0008168; GO:0032259	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q04179	URH1_YEAST	reviewed	Uridine nucleosidase (EC 3.2.2.3) (Uridine ribohydrolase)	GO:0005634; GO:0005737; GO:0005829; GO:0006152; GO:0006216; GO:0006218; GO:0008477; GO:0008655; GO:0019358; GO:0034356; GO:0045437; GO:0046135; GO:0050263; GO:0070635; GO:0070636	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q8TGK1	YH21B_YEAST	reviewed	Uncharacterized protein YHR213W-B		
P53107	YRB30_YEAST	reviewed	Ran-specific GTPase-activating protein 30 (Ran-binding protein 30) (RANBP30)	GO:0005096; GO:0005634; GO:0005737; GO:0015031; GO:0030695	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12578832}. Nucleus {ECO:0000269|PubMed:12578832}. Note=Shuttles between the nucleus and cytoplasm.
A0A023PYJ0	YM09A_YEAST	reviewed	Putative uncharacterized membrane protein YML009C-A	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
Q3E820	YB96A_YEAST	reviewed	Uncharacterized protein YBR196C-A	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P0CX76	YM12A_YEAST	reviewed	Transposon Ty1-ML2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	GO:0000943; GO:0003723; GO:0005737; GO:0032197	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q08207	YO035_YEAST	reviewed	Putative uncharacterized protein YOL035C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P39711	YAG4_YEAST	reviewed	Putative uncharacterized protein YAL064W		
P33296	UBC6_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 6) (Ubiquitin carrier protein UBC6) (Ubiquitin-protein ligase UBC6)	GO:0000209; GO:0004842; GO:0005524; GO:0005783; GO:0005789; GO:0006513; GO:0016021; GO:0030433; GO:0061631	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8396728}.
Q3E832	YO72B_YEAST	reviewed	Uncharacterized protein YOR072W-B		
P50623	UBC9_YEAST	reviewed	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (Ubiquitin carrier protein 9) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	GO:0000022; GO:0000794; GO:0005524; GO:0005634; GO:0016925; GO:0019789; GO:0051301; GO:0061656	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P32788	YBB0_YEAST	reviewed	Uncharacterized protein YBL010C	GO:0003677; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
O13578	YL415_YEAST	reviewed	Putative uncharacterized protein YLR415C, mitochondrial	GO:0005739	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P40917	YAP4_YEAST	reviewed	AP-1-like transcription factor YAP4 (Chromosome instability protein 5) (Transcription activator CIN5)	GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0006972; GO:0042493; GO:0042538; GO:0043565; GO:0070491	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q08270	YO131_YEAST	reviewed	Uncharacterized protein YOL131W		
P53268	YG2Z_YEAST	reviewed	Putative uncharacterized protein YGR114C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P53926	YNL4_YEAST	reviewed	Putative uncharacterized protein YNL114C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8TGN5	YI105_YEAST	reviewed	Uncharacterized protein YIL105W-A		
A0A023PYI5	YI036_YEAST	reviewed	Putative uncharacterized membrane protein YIR036W-A	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
P43597	YFI6_YEAST	reviewed	Uncharacterized protein YFR016C	GO:0005737; GO:0005933; GO:0009055; GO:0015035; GO:0045454	
Q08977	YP260_YEAST	reviewed	UPF0662 protein YPL260W	GO:0005634; GO:0005737	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P32331	YMC1_YEAST	reviewed	Mitochondrial glycine transporter YMC1	GO:0005342; GO:0005739; GO:0005743; GO:0006783; GO:0006839; GO:0015187; GO:0016021; GO:1904983	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}.
Q03714	USA1_YEAST	reviewed	U1 SNP1-associating protein 1	GO:0000398; GO:0000839; GO:0005783; GO:0005789; GO:0016021; GO:0030433; GO:0032461; GO:0042802; GO:0060090	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19898607}; Multi-pass membrane protein {ECO:0000269|PubMed:19898607}.
P40556	YIA6_YEAST	reviewed	Mitochondrial nicotinamide adenine dinucleotide transporter 1 (Mitochondrial NAD(+) transporter 1)	GO:0005477; GO:0005739; GO:0005743; GO:0006850; GO:0016021; GO:0035352; GO:0051724	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16291748}; Multi-pass membrane protein {ECO:0000269|PubMed:16291748}.
Q04461	YM01_YEAST	reviewed	Uncharacterized protein YMR111C	GO:0000978; GO:0005634; GO:0005737; GO:0060963; GO:0072363	
P0C5P3	YK145_YEAST	reviewed	Uncharacterized protein YKL145W-A	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P53880	YNR9_YEAST	reviewed	Putative uncharacterized protein YNL179C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P53870	YNT3_YEAST	reviewed	Uncharacterized protein YNL193W		
Q12045	VIK1_YEAST	reviewed	Spindle pole body-associated protein VIK1 (Vegetative interaction with KAR3 protein 1)	GO:0005634; GO:0005737; GO:0005816; GO:0005871; GO:0007017; GO:0007064; GO:0008017	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Nucleus.
Q92393	YO12B_YEAST	reviewed	Transposon Ty1-OR Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P38171	YBJ6_YEAST	reviewed	Putative uncharacterized protein YBL096C		
P0CX64	YG22B_YEAST	reviewed	Transposon Ty2-GR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q12000	TMA46_YEAST	reviewed	Translation machinery-associated protein 46 (DRG family-regulatory protein 1)	GO:0002181; GO:0003729; GO:0005737; GO:0005829; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P40316	SECU_YEAST	reviewed	Securin	GO:0000070; GO:0000725; GO:0001100; GO:0005634; GO:0005737; GO:0005819; GO:0006974; GO:0007127; GO:0008104; GO:0019899; GO:0051301	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P41930	SSU1_YEAST	reviewed	Sulfite efflux pump SSU1 (Sulfite sensitivity protein SSU1)	GO:0000316; GO:0000319; GO:0005783; GO:0005886; GO:0016021; GO:0071944	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9294463}; Multi-pass membrane protein {ECO:0000269|PubMed:9294463}.
P32837	UGA4_YEAST	reviewed	GABA-specific permease (GABA-specific transport protein)	GO:0000329; GO:0015489; GO:0015495; GO:0015812; GO:0015847; GO:0016021; GO:0055085	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14985124}; Multi-pass membrane protein {ECO:0000269|PubMed:14985124}.
P87264	YD467_YEAST	reviewed	Putative uncharacterized protein YDR467C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q04408	YD514_YEAST	reviewed	Uncharacterized protein YDR514C	GO:0003676; GO:0005634; GO:0005739	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:14562095}.
